Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Record Count,Record Count,Month-Year
,IV,Release to Medical,Friday,,,,Hobble,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,Needle / Spit / Bodily Fluids,,1053550,Central Precinct,17,,987536777,247668,White,Male,Yes,31,987784445,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Apr-19
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,0600-1159,Vandalism,VANDALISM - PRIORITY,,Yes,,No weapon (unarmed),431191,Central Precinct,1,,85535958,3926673,White,Female,Yes,52,89462631,Active,,,,,,,,Dispatched,,,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,0600-1159,Vandalism,VANDALISM - PRIORITY,,Yes,,No weapon (unarmed),1104751,Central Precinct,6,,85535958,3926673,White,Female,Yes,52,89462631,Active,,,,,,,,Dispatched,,,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,Yes,,,673211,Central Precinct,2,,282538390,618789,Black,Female,Yes,29,283157179,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Aug-19
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,Yes,,,571001,Central Precinct,3,,282538390,618789,Black,Female,Yes,29,283157179,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Aug-19
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,Yes,,,1020641,Central Precinct,8,,282538390,618789,Black,Female,Yes,29,283157179,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Aug-19
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,,,,348180,Central Precinct,11,,611526383,609927,White,Male,Yes,33,610000000000000,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Mar-18
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,Yes,,No weapon (unarmed),348581,,10,,531556483,4112295,Black,Male,No,32,535668778,Active,,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,Yes,,No weapon (unarmed),794221,Central Precinct,3,,531556483,4112295,Black,Male,No,32,535668778,Active,,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,Yes,,No weapon (unarmed),311971,Central Precinct,5,,531556483,4112295,Black,Male,No,32,535668778,Active,,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,360079,North Precinct,21,,573546113,475912,White,Male,No,19,574022025,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-20
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),495291,Central Precinct,2,,26546688,4099232,White,Male,No,22,30645920,Active,,,,,,,,Dispatched,,,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),843231,Central Precinct,2,,26546688,4099232,White,Male,No,22,30645920,Active,,,,,,,,Dispatched,,,,1,1,Mar-20
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,,,276472,North Precinct,1,,681556414,598056,White,Male,No,19,682154470,Active,Null,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Other,FOLLOW-UP,,,,No weapon (unarmed),348581,Central Precinct,7,,27526228,1117407,White,Male,No,0,112000000000000,Active,,,,,,,,Dispatched,,,,1,1,Feb-18
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1200-1759,Other,FOLLOW-UP,,,,No weapon (unarmed),147659,Strategic Services: CIU,22,,27526228,1117407,White,Male,No,11,112000000000000,Active,,,,,,,,Dispatched,,,,1,1,Feb-18
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,Yes,,No weapon (unarmed),894431,Central Precinct,2,,382557121,598907,Hispanic,Female,No,39,383156028,Active,,,,,,,,Dispatched,,,,1,1,May-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,Yes,,No weapon (unarmed),217361,Central Precinct,10,,382557121,598907,Hispanic,Female,No,39,383156028,Active,,,,,,,,Dispatched,,,,1,1,May-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,No weapon (unarmed),905331,Central Precinct,2,,57555748,1052939,White,Female,No,55,58608687,Active,,,,,,,,Dispatched,,,,1,1,Jan-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,No weapon (unarmed),752121,Central Precinct,4,,57555748,1052939,White,Female,No,55,58608687,Active,,,,,,,,Dispatched,,,,1,1,Jan-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,1046552,East Precinct,1,,433557922,127877,White,Female,No,,433685799,Active,,,,,,,,Dispatched,,Yes,,1,1,Aug-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,1035151,East Precinct,4,,433557922,127877,White,Female,No,,433685799,Active,,,,,,,,Dispatched,,Yes,,1,1,Aug-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,214861,East Precinct,7,,433557922,127877,White,Female,No,,433685799,Active,,,,,,,,Dispatched,,Yes,,1,1,Aug-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),293271,Central Precinct,3,,935558637,851318,White,Female,No,43,936409955,Active,,,,,,,,Dispatched,,,,1,1,Oct-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),777419,Central Precinct,19,,935558637,851318,White,Female,No,43,936409955,Active,,,,,,,,Dispatched,,,,1,1,Oct-21
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,,,1110550,North Precinct,16,,832519226,244241,White,Male,No,26,244000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Oct-17
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK,,Yes,,,284070,North Precinct,10,,832519226,244241,White,Male,No,26,244000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Oct-17
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK,,Yes,,,1007239,North Precinct,18,,832519226,244241,White,Male,No,26,244000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Oct-17
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,,No weapon (unarmed),805020,East Precinct,13,,611519813,616131,Black,Male,Yes,31,616000000000000,Active,,,,,,,,Dispatched,,,,1,1,Dec-17
,IV,Release to Medical,Friday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,,No weapon (unarmed),135258,East Precinct,25,,611519813,616131,Black,Male,Yes,31,616000000000000,Active,,,,,,,,Dispatched,,,,1,1,Dec-17
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,0000-0559,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),133361,East Precinct,2,,138555679,4178363,Hispanic,Male,No,24,142734042,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-21
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,0000-0559,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),506291,East Precinct,2,,138555679,4178363,Hispanic,Male,No,24,142734042,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-21
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,0000-0559,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),133261,East Precinct,3,,138555679,4178363,Hispanic,Male,No,24,142734042,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-21
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,0000-0559,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),985038,East Precinct,28,,138555679,4178363,Hispanic,Male,No,24,142734042,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-21
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),843231,Central Precinct,2,,201547189,243336,Black,Male,No,54,201790525,Active,Active,,,,,,,Dispatched,,Yes,,1,1,May-20
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),784021,Central Precinct,3,,972539107,489866,White,Female,No,48,973028973,Active,Active,,,,,,,Dispatched,,,,1,1,Oct-19
,IV,Release to Medical,Friday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),490691,East Precinct,6,,20529098,624412,White,Male,Yes,32,20500000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Oct-18
,IV,Release to Medical,Friday,,,,Resisted HC,Hobble,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,No weapon (unarmed),461691,Central Precinct,5,,972539107,489866,White,Female,No,48,973028973,Active,Aggressive,,,,,,,Dispatched,,,,1,1,Oct-19
,IV,Release to Medical,Friday,,,,Resisted HC,Takedown (IV),,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,910631,North Precinct,8,,573546113,475912,White,Male,No,19,574022025,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-20
,IV,Release to Medical,Friday,,,,Resisted HC,Takedown (IV),,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,323368,North Precinct,25,,573546113,475912,White,Male,No,19,574022025,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-20
,IV,Release to Medical,Friday,,,,Takedown (IV),Control Against Resistance,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),882231,North Precinct,2,,779546755,1246548,White,Female,No,29,780793303,Aggressive,Active,,,,,,,Dispatched,,Yes,,1,1,Apr-20
,IV,Release to Medical,Friday,,,,Takedown (IV),Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,,,266472,North Precinct,1,,681556414,598056,White,Male,No,19,682154470,Aggressive,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Takedown (IV),Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,,,170361,North Precinct,2,,681556414,598056,White,Male,No,19,682154470,Aggressive,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Takedown (IV),Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,,,1056351,North Precinct,2,,681556414,598056,White,Male,No,19,682154470,Aggressive,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-21
,IV,Release to Medical,Friday,,,,Takedown (IV),Resisted HC,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),506291,East Precinct,2,,609547363,401058,White,Female,No,38,609948421,Active,Active,,,,,,,Dispatched,,Yes,,1,1,May-20
,IV,Release to Medical,Friday,,,,Takedown (IV),Resisted HC,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),927141,East Precinct,3,,609547363,401058,White,Female,No,38,609948421,Active,Active,,,,,,,Dispatched,,Yes,,1,1,May-20
,IV,Release to Medical,Friday,,,,Takedown (IV),Takedown (IV),,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),794221,Traffic,1,,127535959,123737,White,Female,Unknown,,127659696,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Jan-19
,IV,Release to Medical,Friday,,,,Takedown (IV),Takedown (IV),,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,,No weapon (unarmed),915329,Central Precinct,11,,127535959,123737,White,Female,Unknown,,127659696,Active,Active,,,,,,,Self-Initiated,,Yes,,1,1,Jan-19
,IV,Release to Medical,Friday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,852231,East Precinct,1,,485537932,800550,White,Female,No,64,486338482,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Jul-19
,IV,Release to Medical,Friday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,216161,East Precinct,2,,485537932,800550,White,Female,No,64,486338482,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Jul-19
,IV,Release to Medical,Friday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,,,990539,East Precinct,17,,485537932,800550,White,Female,No,64,486338482,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Jul-19
,IV,Release to Medical,Friday,Firearm,,,PFA,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,,,321971,East Precinct,9,,546536353,3432202,White,Male,No,21,549968555,Active,,,,,,,,Dispatched,,,,1,1,Mar-19
,IV,Arrest-Felony,FRI,,,,Box-in VIS,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,No,,,593801,East Precinct,4,,788518555,522372,White,Female,No,25,522000000000000,Passive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Sep-17
,IV,Arrest-Felony,FRI,,,,Resisted HC,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,,,No weapon (unarmed),183961,Central Precinct,2,,874518556,3483472,White,Male,No,35,3480000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Sep-17
,IV,Arrest-Felony,FRI,,,,Resisted HC,,,,,,,,-,Assist,ASSIST - CITIZEN OR AGENCY,,,,No weapon (unarmed),326279,Central Precinct,10,,874518556,3483472,White,Male,No,35,3480000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Sep-17
,IV,Arrest-Felony,FRI,,,,Resisted HC,,,,,,,,-,Warrant,WARRANT,,,,No weapon (unarmed),695510,Detectives,16,,340518461,572312,White,Male,Yes,42,572000000000000,Active,,,,,,,,Dispatched,,,,1,1,Aug-17
,IV,Arrest-Felony,FRI,,,,Resisted HC,,,,,,,,-,Warrant,WARRANT,,,,No weapon (unarmed),581701,East Precinct,6,,340518461,572312,White,Male,Yes,42,572000000000000,Active,,,,,,,,Dispatched,,,,1,1,Aug-17
,IV,Arrest-Felony,FRI,,,,Takedown,,,,,,,,-,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,No,,No weapon (unarmed),1043450,North Precinct,9,,855518816,1756663,Black,Male,Yes,58,1760000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Arrest-Felony,FRI,,,Firearm - Replica,PFA,,,,,,,,-,Other,UNDESCRIBED INCIDENT,,,,,1102751,East Precinct,5,,611518633,621122,White,Male,Yes,34,621000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,,,,Control Against Resistance,,,,,,,,-,Collision,ACCIDENT - UNKNOWN INJURY,,No,,No weapon (unarmed),915631,East Precinct,6,,406518641,373512,White,Male,No,52,374000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,,,,Control Against Resistance,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),855830,Central Precinct,8,,25518728,3834345,White,Male,Yes,19,383000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,,,,Control Against Resistance,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),1058449,East Precinct,14,,218518730,373220,White,Male,No,37,373000000000000,Active,,,,,,,,Self-Initiated,Yes,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,,,,PFA,,,,,,,,-,Collision,ACCIDENT - INJURY,,,,No weapon (unarmed),903731,East Precinct,5,,600518633,450053,White,Male,Yes,28,450000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,,,,Takedown,,,,,,,,-,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),1010941,North Precinct,3,,980518637,391788,White,Female,Yes,27,392000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,Firearm,,,PFA,,,,,,,,-,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,,,284070,North Precinct,10,,676518634,3689402,Asian,Male,No,17,3690000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,Firearm,,,Resisted HC,,,,,,,,-,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,,,1042951,North Precinct,3,,676518634,3689402,Asian,Male,No,17,3690000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Arrest-Misdemeanor,FRI,Firearm,,,Resisted HC,,,,,,,,-,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,,,894030,North Precinct,12,,676518634,3689402,Asian,Male,No,17,3690000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Arrest-Warrant,FRI,,,,Control Against Resistance,,,,,,,,-,Warrant,WARRANT,,,,No weapon (unarmed),468691,Central Precinct,6,,678518544,345109,White,Male,Yes,36,345000000000000,Active,,,,,,,,Self-Initiated,Yes,,,1,1,Sep-17
,IV,Arrest-Warrant,FRI,,,,Hobble,,,,,,,,-,Warrant,WARRANT,,,,No weapon (unarmed),753920,Central Precinct,13,,678518544,345109,White,Male,Yes,36,345000000000000,Active,,,,,,,,Self-Initiated,Yes,,,1,1,Sep-17
,IV,Detained and Released,FRI,,,,Box-in VIS,,,,,,,,-,Alarm,ALARM - ROBBERY/HOLDUP MONITORED (27A) *H,,No,,No weapon (unarmed),271169,DVD,19,,919518897,1427225,White,Male,No,49,1430000000000000,Passive,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Detained and Released,FRI,,,,Box-in VIS,PFA,,,,,,,-,Alarm,ALARM - ROBBERY/HOLDUP MONITORED (27A) *H,,No,,No weapon (unarmed),318368,Transit (PPB Only),24,,919518897,1427225,White,Male,No,55,1430000000000000,Passive,Passive,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Detained and Released,FRI,,,,Control Against Resistance,,,,,,,,-,School Incident,SCHOOL INCIDENT - PRIORITY,,,,No weapon (unarmed),581701,East Precinct,6,,467518812,1868188,Black,Male,No,8,1870000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Detained and Released,FRI,,,,Control Against Resistance,,,,,,,,-,School Incident,SCHOOL INCIDENT - PRIORITY,,,,No weapon (unarmed),212461,East Precinct,9,,467518812,1868188,Black,Male,No,8,1870000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Detained and Released,FRI,,,,PFA,,,,,,,,-,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,,516991,Central Precinct,2,,288518640,3463420,Black,Male,No,17,3460000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Sep-17
,IV,Release to Medical,FRI,,,,Control Against Resistance,,,,,,,,-,Behavioral Health,SUICIDE ATTEMPT OR THREAT WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,,,686210,East Precinct,4,,835518816,3839879,Black,Female,No,16,3840000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Release to Medical,FRI,,,,Control Against Resistance,,,,,,,,-,Behavioral Health,SUICIDE ATTEMPT OR THREAT WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,,,559098,East Precinct,26,,835518816,3839879,Black,Female,No,16,3840000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,Release to Medical,FRI,,,,Control Against Resistance,,,,,,,,-,TriMet,TRIMET INCIDENT - PRIORITY,,Yes,,No weapon (unarmed),823219,North Precinct,20,,311518460,3735265,Black,Female,Yes,25,3740000000000000,Active,,,,,,,,Dispatched,,,,1,1,Aug-17
,IV,Release to Medical,FRI,Firearm,,,PFA,,,,,,,,-,Behavioral Health,SUICIDE ATTEMPT OR THREAT WITH WEAPON *H,,,,,191060,TOD,9,,543518643,3835403,White,Male,No,51,3840000000000000,Passive,,,,,,,,Dispatched,,,,1,1,Sep-17
,IV,,Saturday,,,,FD - animal suf.,,,,,,,,0600-1159,Animal Problem,ANIMAL PROBLEM - PRIORITY,,,,No weapon (unarmed),1064351,Central Precinct,1,,251547930,128695,,,,,251676625,Null,,,,,,,,Dispatched,,,,1,1,Jul-20
,IV,,Saturday,,,,FD - animal suf.,FD - animal suf.,FD - animal suf.,FD - animal suf.,FD - animal suf.,,,,0600-1159,Animal Problem,ANIMAL PROBLEM,,,,No weapon (unarmed),439691,East Precinct,8,,480546292,124924,,,,,480671216,,,,,,,,,Dispatched,,,,1,1,Feb-20
,IV,,Saturday,,,,FD - animal suf.,FD - animal suf.,FD - animal suf.,FD - animal suf.,FD - animal suf.,,,,1800-2359,Animal Problem,ANIMAL PROBLEM,,,,,910631,,9,,1001549307,126445,,,,,1001675752,Null,Null,Null,Null,Null,,,,Dispatched,,,,1,1,Nov-20
,IV,Arrest-Cited,Saturday,,,,Control Against Resistance,,,,,,,,-,Collision,ACCIDENT - INJURY,,,,No weapon (unarmed),801721,East Precinct,5,,1010519817,263256,White,Male,No,41,2630000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-17
,IV,Arrest-Cited,Saturday,,,,Control Against Resistance,Takedown (II and III),,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,179060,East Precinct,12,,377526401,410830,White,Male,Yes,35,411000000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Mar-18
,IV,Arrest-Felony,Saturday,,,,Box-in VIS,,,,,,,,0000-0559,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,,No weapon (unarmed),842231,North Precinct,0,,762526235,129111,Black,Male,No,66,129000000000000,Passive,,,,,,,,Dispatched,Yes,,,1,1,Feb-18
,IV,Arrest-Felony,Saturday,,,,Box-in VIS,,,,,,,,0000-0559,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,,No weapon (unarmed),948240,North Precinct,11,,762526235,129111,Black,Male,No,66,129000000000000,Passive,,,,,,,,Dispatched,Yes,,,1,1,Feb-18
